content,toxic,source
因为蛆就是畸形,1,ToxiCN
香港人再怎么歧视内地人，在这种情况下不会打人吧，更不会打人耳光还有恃无恐。不过前段时间“废青”集体暴动打内地人这种情况就先不谈了。。,1,CHSD
我不是山东人，我再说一次我没有地域黑[魔性笑]我从头到尾都指的官僚好吧，哪里说了人民，个例不能代表全体没错，但是有些事错了就得接受批评不是吗?我讨厌的是官僚，只是山东在新闻里表现得明显一点。另外我喜欢的明星是黄渤，山东青岛人，我真的只是说官僚[为难],0,CHSD
你这不就是说了句废话吗？就算是中国的帅哥也可能有艾滋病啊！,1,ToxiCN
我最讨厌两种人，一种是种族歧视的人，一种是黑人🥺🥺🥺,1,ToxiCN
说实话男性也可能得这个病,0,ToxiCN
我就单纯觉得全国人对东北的歧视是东北人自己造成的。连我面试hr们都频繁问我为啥当初要选择去东北上学,1,CHSD
基洞恶心不接受反驳,1,ToxiCN
亲，一天换一个王者下限百星上限的男朋友玩你的号，百星都有可能喔，运气好，皮肤还能收一大堆。嘤嘤嘤，这三个字，很好用的呢。,0,CHSD
lgbtq可不可以理解为垃圾边态群体,1,ToxiCN
你可能是不知道重庆,0,CHSD
我是黑龙江人，我觉得河南和东北被黑的很大原因是口音。,1,ToxiCN
农村女扶弟魔不要太多,1,CHSD
东方卫视播的不全是东北小品曲艺节目吗？我觉得上海对东北人来说算友好的了，东北人金星也常年定居上海,0,ToxiCN
对非洲人习俗的尊重是居高临下的虚伪的，跟歧视中国人吃狗肉本质上都一样，只不过是歧视没明着表现出来,1,CHSD
赖皮式移民,0,ToxiCN
喜欢第一季的黑人小哥,0,CHSD
上次看到这个段子的时候香港还没回归,0,CHSD
这是阿娜吗？长得像卖瓜的水果摊老板似的。🔪,1,ToxiCN
得找找，都一两年了。,0,ToxiCN
有遭到过嘲讽但还没有达到霸凌的高度，就是有些人在明知我是同性恋的情况下，还当着我的面，说一些同性恋都不正常，恶心，变态。,1,CHSD
评论区怎么就有人对号入座了呢🤭🤭,0,ToxiCN
另外，印度高种姓女人颜值不差，就是东南亚矮小女人混血白人的，不少也不错。甚至说句不好听的，印度低种姓那是女人不化妆，郭女卸妆也是大姐二姐。郭女也就比默强,1,ToxiCN
干啥都要扯上东北吗,0,CHSD
会这么想的男人一般是渣男，会这么想的女人一般就是嫉妒,1,CHSD
虽然不知是真是假，但感觉很牛逼,0,ToxiCN
坏了就去非洲生吧🤔,1,ToxiCN
有人说莫言笔下的“高密”是文学意义上的“高密”，是托乡土言情怀的“高密”……好嘛，那我们讨论一个反进步反文明的“莫言”又与他何干呢？,0,ToxiCN
冷知识，提出全程录音录像的领导是从上海过来的……,0,ToxiCN
我觉得他就是个牺牲品，需要转移视线的时候直接随便曝光一个明星就行了。,0,ToxiCN
这才是正常思维吧，答主真就什么东西都能扯到崇洋媚外上我也是醉了。丑就是丑，不管是黄种人还是白种人都觉得丑，没必要因为这个白种人国家强大就咬着牙说这个人好看吧。,1,CHSD
想吃就去某宝找切糕王子呗，都上电视了，价格公道童叟无欺，别遇上坏人就当地域犬。——一个河南人???,0,CHSD
林克是中国人，来自内蒙古海拉尔,0,CHSD
这就不是一个父亲的语气，明显是编的,0,ToxiCN
留下为什么不行，又不犯法,0,ToxiCN
四川的黑点不是gay多嘛🤣,1,ToxiCN
原谅宝2.0?,0,ToxiCN
中国错过人口保持稳定时机。,0,ToxiCN
忘记发总纲了，这里补一下。目录女拳定义篇个人篇舔狗篇家庭篇职业篇企业篇社会篇政府篇女性篇国际篇后记,1,ToxiCN
去求吧，就像几兄弟总得有个垫背的。大家都黑你，自己做点坏事也扣你头上，反正你都这么黑了，继续背锅吧。时间久了大家都让你背锅，你再也反抗不了了，久而久之外界认为你就是坏蛋远离你。就是这样,1,ToxiCN
现在欧洲就是西欧北欧难民多,0,ToxiCN
基努的确是有黄种人血统的混血儿，印第安的情况不清楚，但他奶奶的确是个华人……,0,CHSD
国男的包容大度一直都是这么无私，eg使劲浪，反正有老实巴交的国男兜底囧,1,ToxiCN
我啥时候说河南人偷井盖被歧视？,0,ToxiCN
"真的搞笑呢吧,我坐在国内，吃着长江产的饭，端着黄河边造的碗，刷着社会主义建设的网络，根据英特纳雄耐尔的精神，对着遥远的美利坚合众国黑人说一句“加油”遥表心意，也就罢了。,毕竟我又不跟他过，他们中个别人跑到中国来违法乱纪素质低下时，",0,CHSD
某种意义算中人以上,0,ToxiCN
[捂脸]不是每个少女都这样的,0,CHSD
张华考上了北京大学，李萍进了中等技术学校，猩猩被引进了国内高端大学，他们都有光明的未来[拥抱]🐶,1,ToxiCN
问题是，王宝强到底想要什么？我们同情王宝强，仅仅是因为老婆出轨实在是一件太丑的事情。是非常伤男人自尊的。,0,CHSD
满足他人愿望，随手传递正能量,0,ToxiCN
河南人偷井盖 说烂的东西了,1,CHSD
新疆买买提过来黑你，你还敢说一个不字？？？？？你这句“最搞笑是西部城市都跑来黑。”让我深刻的明白了为什么东北人和河南人不受人待见，我差没关系。。。有人比我更差啊~~~~~,1,ToxiCN
陕西南部人表示没有看见过黄土高坡，但是外地人一提陕西就是黄土高坡羊背心,0,ToxiCN
要真的按伊斯兰教那套说法。咱们中国的传统思想才是第一个解放女权呐。,0,CHSD
我去国外下了？城门失火殃及池鱼。现在我住的地方都开始流脓了。🥺,0,ToxiCN
地域调侃我觉得没问题，地域黑就是个人素质问题了。,1,ToxiCN
我都祖籍河南了，咋可能是维吾尔呢？,0,ToxiCN
大家都误会了，这不是卖衣服的，这卖的是小黑奴，一万多一个，,1,ToxiCN
最没有地域歧视的是河北,0,ToxiCN
宋玉的登徒子好色赋。 宋玉说隔壁有个超级大美女，天天登墙偷看他，他都不喜欢人家。但是登徒子老婆贼丑，他还那么喜欢她。以此论证登徒子是好色之徒。[微笑],0,CHSD
某些香港人。。。。闹港独的时候就很令人恶心了。,0,CHSD
其实现在内容都差不多.....黑人抬棺老八那种下沉内容一样b站玩的挺开心,0,CHSD
对啊，好看的很多的都是混血,0,ToxiCN
我也是这种感觉，感觉对黑人的一切都有一种心理膈应。,1,ToxiCN
写美国大学歧视亚裔那部分是赞同的 别人歧视我们所以录取率低 我们还觉得人家精英挤破脑袋想往里进 留学生自己还搞出一个鄙视链 结尾对留学生那个太刻板印象了 现在大家吃过的目的很多样 您这样太一概而论了,1,CHSD
莫名其妙，在这样的回答下面还可以看到对上海人的讽刺。到底谁看不起谁，感觉上海人才是被看不起的。一边说着上海人看不起外地人，自己先地图炮开起来带节奏。真是恶心啊。,1,CHSD
反正我不结婚了，这辈子就这样吧,0,ToxiCN
中国早就有拳击世界冠军了，现在也有mma世界冠军。东亚裔拳击和搏击世界顶级也确实多的是，但也都集中在小级别。东欧人你说大克小克么？这也就是白人最近五十年内唯一保持重量级排名领先的十年吧，不过已经过去了。,0,CHSD
我觉得是河南吧，作为河南人自己在外面上学都被黑过几次,0,CHSD
艾呀，梅关系，不会疣事的，概率为淋。疣其湿没有尖锐的问题就更不担心啦，你要照顾好滋己呀，不要经常去疱吧了，找个斑上吧，疹心的。,1,ToxiCN
有人造子宫还结个球的婚，一个人嗨不更好吗？,1,ToxiCN
笑死了，怎么全是陕西黑河南的证据，难道河南没黑过陕西，评论区里就一堆吧😆,1,ToxiCN
女儿是哪里来的呢,0,ToxiCN
一群大男人嘤嘤的互相叫，不恶心吗？,0,CHSD
上海总是被某些人歧视呢,1,CHSD
获得了先天性免疫...?艾滋病毒，也是个收获哈,1,ToxiCN
“刘翔是唯一一个在直线跑道上真正打败黑人的运动员，甚至创造了连白人都没做到的记录。刘翔参加了48次世界大赛，36次冠军，6次亚军，3次季军，然而有些人却只记得他退赛两次。”,0,CHSD
现代女生都接受教育了 你这思想留在三从四德时期吧,0,ToxiCN
你说的应该是那个货极其跪舔虫类那货看过它所谓言论完全就是典型断章取义,1,ToxiCN
"哎呀…这个不是我之前在徐家汇的邻居么？,之前就是因为对于中国的态度不同，和他争辩了两次然后就互相拉黑了！,我之前问他这么不喜欢中国为什么还要来，他说，因为他在美国十几岁的时候打架蹲过几年，虽然后来自己读了college,，",0,CHSD
乡后宁，到上海，上海含窝港佛来，咪西咪西七含菜，咪西咪西七含菜,0,ToxiCN
以怂为借口想用视频截别人照片只不过呢没人像你这么,1,ToxiCN
我喜欢温柔贤惠的男孩纸。,0,CHSD
我觉得自己长得好不好看更实在，没必要拿一个地区来给自己脸上增光，喜欢说别人丑的，建议自己先照照镜子，你邻居亲戚长得再好看和你又有关系么？人家美国各种各样的人种高矮胖瘦白黑都挺自信的，反倒是东亚人最喜欢整容，其实挺可悲的。,1,ToxiCN
魔法少女，粉色少女心啊,0,CHSD
挺严重的。 我就爱歧视外地人，但我不会歧视那些遵纪守法，愿意了解和融入上海的外地人。,1,CHSD
我们自己还歧视黑人 歧视印度 呢 印度火车那么多人不都是国内报道的、这就是刻板印象、别说歧视外国人了 河南人不被骂还是东快傻不被骂？,1,CHSD
这是平权的一个过程，没办法，平权从来就是个漫长而又痛苦的过程，充满了偏激和矛盾，你看美国黑人平权那么久了还是一个样的偏激，都还有很长的路要走，等真正平权了这个现象也就消失了😎,1,ToxiCN
前面也不可能，说不定加州人民点个赞，德州人民也喊德独。对标的是美国国内的正确，比如黑人是x/,0,CHSD
女神不敢当哈哈哈~,1,CHSD
对男性的歧视只要你放弃结婚就避免大部分了。,1,CHSD
每次看到有人混淆主观和实际，我就想笑。拿BLM说事的有没有弄清楚BLM是不是已经实现的东西啊？说黑人犯罪率高、监狱里面关的黑人比例高于白人的是这群人，说黑人有犯罪豁免权的也是这群人。我：？？？？？,1,CHSD
男方为什么出轨？还不是因为女方长得丑。。。这逻辑简直无敌,1,CHSD
看完更新，仍然觉得你就是地域黑，遇上这么一家奇葩就一棍子打死所有山东人，那你们上海人就全部都知书达理？就一个奇葩都没有？满屏优越感，全是对山东的不屑，你确定不是因为你公婆看不上你吗才这样的吗？,0,CHSD
我突然想到一个很好的题材，【论同性恋如何发表那比法西斯还愚蠢的言论】,1,ToxiCN
很多同性恋，特别是母零。这一辈子都想当女人。就开始学一些女人的特征，开始假装自己是一个女王。想了半天女人的特征到底是什么呢？没有想到自信没有想到包容没有想到善良也没有想到温柔，却学到了泼妇的刻薄。以及淫妇的放纵。,1,ToxiCN
白人一等人，黑人二等人，棕人三等人。中……活在意淫和最高层的意淫里，打压这省打压那省的。出国不如猪，越来越对……失望。,1,CHSD
基佬只是不搞女人的渣男，除非他不渣；但基佬不渣还能是基佬吗？尤其是骗婚的。,1,ToxiCN
色球女主播！！！我要抱井了,0,CHSD
曲阜和孔子这不是好事吗🤣 后面那几个都没听说过🤣,0,ToxiCN
我接触的河南老哥虽然有时候拎不清，但是实在是真实在，不好吹牛真是非常优良的品质,0,ToxiCN
看的口水都流出来了，它这条狗只能默默地吃它的烤红薯,0,ToxiCN
人性自私到极点，留学生不回国，无家无归，等死吗？这帮人当初歧视武汉人，歧视湖北人，现在又开始歧视留学生。 媒体带节奏也是很厉害，动不动发一些不守规矩的人，然后带节奏不希望别人回来。 在英国喝意大利留学的人，就活该去死吗？？？,1,CHSD
说的很正确，家是讲爱的地方，我会用拳头给你爱,1,ToxiCN
区别还是很大的，看到黑人就知道这个阿皮肯定是能到最后还活蹦乱跳或者非常光荣的为了主角而便当的。 老马这个说实在话我真没想到他那么快就便当了……,0,CHSD
你好，请问拐是什么意思啊,0,ToxiCN
哈哈年度格斗场了属于是哈哈哈,0,ToxiCN
毕竟是少数男的有障碍，但是婚前发生行为是没有任何安全保障的，得个艾滋总比遇到阳痿男要好很多吧？,0,CHSD
你觉得阶层会淘汰哪些人，会不会劣币驱逐良币。如果品质高尚的人更容易被淘汰呢？而且就算淘汰也是漫长的过程，对于他们个人的家庭，对于他们短暂的一声来说就全完了。要不然为什么不支持人类的基因编辑？这些都能加速人类的进化。10胚胎里1个成功，9个失败而已，而最后能留下的也未必是成功的那个，因为如果社会割裂到不可调和的地步时，那就会重新洗牌，除非个人能超越肉体凡胎，不然少数人依旧会被清洗。,0,ToxiCN
因果倒置吧，照文章的说法，日韩黑人素质高是打压黑人的结果，,0,CHSD
不要看到“地域黑”这个字就杯弓蛇影，现在河南人好像特别在意这个，所谓的“地域黑”肯定是有原因的，当看到自家所在地区有一些负面影响时，必须要反躬自问。试问一下，江浙地区和河南地区的人，哪个地区综合素质高？既然事实存在，就应该正视，虚心接受一下。,1,CHSD
中国餐桌的劝酒文化是最讨厌的～,0,CHSD
对对对，还有一些说什么俩个男的在一起很可爱，但是俩个女的很恶心,0,CHSD
南满总是旁敲侧击着、变着法的黑河南、黑北方,1,ToxiCN
别批图啦，这图我都知道你从哪里偷来的,0,ToxiCN
中国人的体质先天不适合西医，只能用中医。西医是白人和黑人用的，老祖宗几万年的经验不会错,0,CHSD
和你一比，那么多的女人都是垃圾,1,CHSD
呵呵，反正你们这些夸黑人的人，遇到的黑人不是家里是酋长就是家里有矿，好家伙，黑人人均瓦坎达王子是吧？,1,ToxiCN
下面那个回复太有才了,0,ToxiCN
一般还做点买卖毒品的小生意。一般境外邮寄毒品收货地址都是北京黑人聚集小区，收货人都是一个中国姑娘。。。,1,CHSD
在哪也比国内好得多，前提你自己要行，自己不行在哪儿都不行,1,ToxiCN
哈哈哈哈从良妓哈哈哈哈,1,ToxiCN
确实恶心，做室友很惨。睡觉得把蚊帐锁上。,1,ToxiCN
感觉真的对河南人太过分了,0,CHSD
这个强奸罪，可能是因为社会对于女性的贞操而言，包容度更小，要求更高，更严苛。,1,CHSD
那你没看见的大部分不喜欢黑人的女人多着是，幼稚,0,ToxiCN
谁对谁错很重要？女的已经凉了，男的坐牢。最后说一句俩人都是hape，撞死人活该坐牢，不走斑马线也活该出事。这俩人下辈子就老实了。,0,CHSD
"怎么鉴别谁是女权@随风,，你自己是不是女权分子呢，在知乎里面称呼男性为男拳都是女权分子",1,CHSD
我在实验室就没见几个女的成绩好，口头理论各个背的透透的，一到动手，屁都不是。,0,CHSD
想起了火遍网络的what is your name 黑人小哥,0,CHSD
极端一点，清教徒白人至上主义里面，除了白人是人其他都不是人，何来歧视？你都不是人，没有“人籍”，你怎么会在底端。上面说黑人奴隶制时期，白人男性与女黑奴性关系比较普遍，我提供一个这样的视角，,1,CHSD
他妈妈考虑明年给孩子报一个体育班。我说：练摔跤吧？男孩子，腰腹力量很重要。幸福自己也幸福她人。,0,CHSD
分周围的人吧。初中班上也有个很温柔的男孩子（的确算娘，但我觉得这样形容不好听），大家都喊他女神，并不是恶意的玩笑。所以大家相处的都还蛮好的,0,CHSD
张大嘴吐露 ，你真的是南方妹子？不是东北人装的？,0,CHSD
这难道不是传说中的警察大战黑猩猩？,1,ToxiCN
硅谷是印度人的硅谷，华人还是回国好，大陆的市场那么大，够他们施展。,0,CHSD
可能因为是鸡汤吧，向着男性说话的，或许会叫鸭汤。能毒死鸡的汤当然就是毒鸡汤咯。,1,ToxiCN
刀子挥向别人时一点事没有滴,0,ToxiCN
是啊 哈哈哈 这边除了学校里本土亚裔比较多 其他都挺好的,0,CHSD
这男人太渣渣了，道貌岸然最恶心,0,CHSD
哈哈哈，看到我保存的截图了,0,ToxiCN
上海人黑安徽真的很厉害，上海吧贴吧里很多黑安徽人的帖子，另外江浙沪有些企业也不招安徽员工,1,ToxiCN
哈哈哈，别自欺欺人了四川的黑帽门了解一下,1,ToxiCN
黑人是因为黑人被歧视才反抗的，不是为了反抗歧视而奋斗的，这也能算运动？义和团，太平天国哪个不是为了农民阶级而奋斗的，虽然后面争权夺利？,0,CHSD
吃枣药丸🙂,1,ToxiCN
朋友，习水县是贵州的。不是四川的,0,CHSD
北京的 学的慢，无他，驾校自动挡车少,0,CHSD
韦小宝他妈都不接洋鬼子,1,ToxiCN
不怕他打走，难道让他拉着中国一起沉到地狱去吗？看看现在的台湾，战斗力负数的蠢货，到了台湾还被人家民进党搞的半死不活，丢人不,1,CHSD
嫁去非洲的女性：嘿嘿，我在生个黄黑混血让他来宁波留学,0,ToxiCN
东亚人对种族认同一向很保守，不论白皮肤黑皮肤，除了东亚人，都很少能产生，是我族类，的认同。,1,CHSD
还是黑龙江卫视，,0,CHSD
但答主喷人也不违法，被喷到的人如果觉得侵犯了自己睡黑人的合法权利，或侵犯了睡黑人的自己的名誉权，可向人民法院提起诉讼。,1,ToxiCN
太对了。土生土长的北京人并不歧视外地人，反而挺喜欢交外地的朋友的，觉得新鲜、长见识。反倒是从外地来的刚落户北京的人爱歧视外地人。,1,CHSD
就像白人天生歧视黑人，不为毛,1,CHSD
说有优越感我会信，斤斤计较？是认真的嘛，向来只有上海人背负小气的名声，宁是管中窥豹呢？,1,CHSD
钓鱼的吧，除非让你全家女性照顾黑人,1,ToxiCN
我在bilibili吧发了帖子直接被秒删,0,ToxiCN
日本女人才媚白,1,ToxiCN
蛤蚧蛤蚧蛤蚧蛤蚧蛤蚧！！！！,0,ToxiCN
头发不像一般黑人那么卷，甚至比很多地中海类型要直一些,0,CHSD
怎么看？用眼看，看你妹！没事找事！已经举报！突然想到以前有人说谷歌很黄很暴力的事情，搜索流量来自北京某公司，然后现在去某搜索结果呢？依旧很黄很暴力关键还要命！,1,CHSD
兄弟，你口味有点重啊,0,ToxiCN
穷驴红宝石都开不起,1,ToxiCN
难不成我还非得接受同性恋？,1,ToxiCN
这个问题你来知乎问就对了。我们聪明，高贵，果敢，理性的知乎er会告诉你：因为白人男性打压亚裔男性。因为雄性之间天然的存在竞争。因为西方的政治正确。他们可以从达尔文的进化论聊到二战犹太人的悲剧。反正最后结论不可能是中国女性真的优秀才更多地被那些大学录取。,1,CHSD
感觉漫画里这种金发只是亚洲人染了一头金发而已...,0,ToxiCN
是的，反黑不要一上来就骂，会引起反感的,1,ToxiCN
[捂脸]上海经济发达，是国家政策给的，是全国人民养起来的；广东经济发达，是国家政策给的，是全国人民养起来的；长三角经济发达，是国家政策给的，是全国人民养起来的 这是酸一个地方经济发达的标准句式，换个地名就可以用了。,0,CHSD
当🐔更赚钱，一次五百，一年365天就是几十万,1,ToxiCN
"傲娇永恒基佬吃阻断药造成小脑分泌大bian,S在键盘面前",1,ToxiCN
谁说歧视亚裔的？哈佛亚裔不要太多，任何一个学校都强调多元化。不要瞎写文章骗人来评论你。。。。,0,CHSD
你可以只讨厌「这个黑人」。别人说你是中国人，所以素质差，你爱听吗？,1,CHSD
我说了……叫“老黑”是暗示……用你的话说……黑人就是存在犯罪行为……那这么拍出来当然不是暗示…… 但是你一个叫“老黑”的角色……然后绑架……这就是暗示了啊……,1,CHSD
那个女的网名叫大黑人！,0,ToxiCN
不好意思，徐州人不背苏北穷的锅，苏北一点都不穷，我们最穷的宿迁还是洋河酒厂呢，还是全国百强呢,0,CHSD
这不是人妖，此乃糞坑黑变态的黑蛆,1,ToxiCN
你真的，我哭死。,0,ToxiCN
老婆老婆老婆,0,ToxiCN
身边一堆找过外国的什么成分很明显了,1,ToxiCN
想去，就是怕高反，去年去青海晚上都感觉睡不好,0,CHSD
我敢打赌这畜生出来后还会杀人，参考云南那个杀了几个人的杀人犯，当年未成年灭人家门，出来后继续杀了几个,0,CHSD
是啊，我上次遇到一个恶臭直男，真的，他一直三句话不离同志是变态，最后在我把很多论据给他看的时候，他还嘴硬，这些论据都是假的宁愿自己看几千年前的小破书，也不愿看看现在的论据。眼看说不过，就发各种表情来阴阳怪气。🤣大半夜的，差点没把我笑死。,1,ToxiCN
今天黑人素质低的根本原因就是白种人的殖民主义和种族歧视历史，你以黑人天生劣等为论据根本不成立,1,CHSD
黑东北的都是参加工作后被坑过的。东北人在单位绝大多数都是只耍嘴皮不动手。（毕竟唠嗑是人家的种族天赋）不光耍嘴皮，还拉帮结派，搞小集团，瞒上欺下（虽然欺下瞒上更顺口，但显然不符合东北人的特点。东北人是绝不敢欺上的。）,1,ToxiCN
希望男性们能够正常的休产假，这是多么好的一项规定啊，结果男人们集体反对，而女性因为这个而影响就业时，他们又说很正常。,0,CHSD
在国内谁要是敢公开在媒体上歧视黑人，估计也要被修理。,1,CHSD
哈哈哈那个新闻真的只是涉事的hr个人讨厌北京人，虽然我也不怎么喜欢盒马，但是这个歧视北京人的问题确实是不存在的。,0,CHSD
男人这种事一半都处理不好,0,CHSD
这就是不重视普遍性了。东北这些年人口外流已经不算新闻了，流向中原大省是再正常不过的事情。而我所说的东北人大多是关里过来的的限定词是祖上，你难道看不见吗？,0,ToxiCN
用动物来形容很准确,0,ToxiCN
正常讨论就好了嘛哈哈,0,ToxiCN
转：非洲分为撒哈拉地区和撒哈拉南的地区。撒哈拉地区很早就脱离了原始文明了，早期有埃及文明以及后来的腓尼基人，后来该地区又先后成为了亚历山大马其顿帝国，罗马共和国帝国，阿拉伯帝国，奥斯曼帝国的领土，近代时受到欧洲势力的殖民或半殖民，直到近几十年纷纷独立为现在的一个个国家。撒哈拉以南的黑非洲地区，长期处于部落或部落联盟的文明水平，没有成型的系统的文字，没有国家民族概念的形成，直到几百年前被西方殖民者入侵，才接触的现代文明，最终有了民族的概念，后来被西方殖民后在近几十年独立后产生了现代的国家。黑人多数是南非洲，几百年前是部落文明，原始社会，没有文字。没有历史北非洲很少黑人，黄种人白种人有历史，有文明,0,ToxiCN
天哪，你可真倒霉，这个男的真的渣，这个女的是奇葩,0,CHSD
同福建人,0,CHSD
别的不知道，不过前几月刚人肉出来的一些所谓微博“女拳师”不都是男的吗😄都上新闻了嘿,0,ToxiCN
楼主这样的父母真的是很好，现在好多重男轻女的父母分财产给你讲中国传统，等到赡养的时候给你讲法律规定。真的是呵呵了。。。,0,CHSD
对，超级讨厌这两个梗，这样的人其实是伪装的后的“重男轻女”。太恶心了！,0,CHSD
我觉得恐怖是因为有在婚礼上以这种方式拿父母开玩笑，只是我的价值观，就跟闹洞房一样有些人觉得好玩有些人觉得残忍。感谢你告诉我你们的风俗，好多河南人表示没听说偃师有这个风俗～,0,CHSD
现在我彻底懂了为啥白人要对它们隔离因为不管咋个给它们提供再好教育它们也无法同白人与海外花人一同治理好过家这是为啥这是它们天生大脑与基因所决定的,1,ToxiCN
看完大部分答案，在说到家庭主妇的时候，似乎都只有家庭内部事务问题；什么做饭淘宝看美剧，发展速度为零。,0,CHSD
[蹲][蹲][蹲][蹲][蹲][蹲][蹲]我以前看过耽美就就对耽美挺赞同的，可是抖音啊什么的，天天有，还有一堆人打着这个旗号，我就开始恶心了,1,ToxiCN
本来也不差 就有人黑咋整,0,ToxiCN
谢谢他，就这待遇还一天10个小时，谢谢他帮我们排除了压榨,0,ToxiCN
嗯。因为是知乎，所以回复下。其它论坛都不会回复。中国的网络一直都是直男的天下，男人骂是正常的，回嘴就是女权癌了。多数时候也都当没看见而已。偶尔回复下。,1,CHSD
我有白种人血统，曾经胖的不要不要的。但是我的肚子也没变成一个巨大的肚子，基因绝对是有差异的我浑身都长肉巨大的屁屁，巨大的大腿和手臂，说明白种人屯里脂肪的策略和黄种人不同，黄种人容易变成超大肚子的胖子而这种肥胖是导致糖尿病的高危因素。,0,CHSD
我国官方报道这个事件以及类似事件时从来都是侧重警察暴力执法。种族歧视基本都是引用外媒说法或者是通过一些方面的数据比如黑人被盘查概率或黑人被警察暴力执法概率来引出种族歧视。,1,CHSD
印度也歧视中国,1,ToxiCN
关爱了她一顿，有没有人开盒啊,1,ToxiCN
但是在江苏嘛，，，这几个字说的真心酸，身在江苏的安徽人路过,0,CHSD
王牌由5个智力水平正常以上，身体比较健康的成年人持有。-这是设定，你说第一个是杀死的王牌被亚裔女孩，她的父亲梁浩才35岁。,0,CHSD
我什么时候说理解就比不理解高人一等了？不要自己竖个靶子在那里打。,0,ToxiCN
感觉你的回答是最真实的，没人有这个闲功夫去批判😅,0,ToxiCN
我怀疑他们一块瓢仓。如果没有，他怎么不拿出证据？,1,ToxiCN
我男朋友在四川，我在吉林，一别就是半年，希望大家都可以长长久久吧,0,CHSD
这是误解，身为山东姑娘必须辟谣，有能喝的，但是少，但是你想让我陪你喝，只要跟你交情好，我就陪！山东人豪爽好客的缘故,0,CHSD
额那是啥呢，不会是某些高大上的理由吧，解释给我听听⁉,0,ToxiCN
最后一个就是骗子，你要是不走过一会就管你要钱了。长春重庆路都是这种骗子中年妇女，让你免费试用化妆品。,1,CHSD
我笑了。黑人骂中国人、说中国属于黑人就是言论自由；中国人反感黑人、骂黑人就是种族歧视。这是什么狗屁道理？歧视黑人正确吗？非常正确，我们大学的政治教授都让我们远离黑人、远离性病艾滋。这可以说说的非常正确。,1,ToxiCN
就算你反对了那么个法案，现实总会给你一些更致命的新发现原来这个法案只是结果，不是原因,0,ToxiCN
哈哈哈，您眼睛怎么了，要不要给您擦一擦？,1,ToxiCN
跟你们基佬学的😆,1,ToxiCN
照这个说法，前台.化妆品销售只限女性也是性别歧视？承认男女身体有差异有那么难？那些女的那么能怎么不去工地搬砖呢。,1,CHSD
吃狗肉是落后、不文明的行为。本质上跟偷鸭子吃的河南人没区别,1,CHSD
河南和陕西最近骂的还挺激烈的，也不知道因为什么，反正我只认识一个陕西人，他家就是几十年前从河南搬过去的🤣,0,ToxiCN
这不是50w？？？,0,ToxiCN
啊啊啊甘肃人激动打卡,0,CHSD
接下来这些黑人会要求政治权力,0,ToxiCN
现在的问题是，中国男人要求做供养者，还要作为爱情提供者，这就离谱了，离大谱,1,ToxiCN
但是吧中国男人找黑人媳妇我看着评论就很和谐，之前看过几个这样的视频，底下一水的夸非洲姑娘贤惠能干不要彩礼比中国女人好多了的。说骂人家男方的人都是嫁不出去的女人着急了。。。,1,ToxiCN
说话的语气像极乐喜欢的男孩子,0,CHSD
主要是追女孩太累了，追了也不给点反应，就懒得追。,0,CHSD
我不觉得所有人都改被尊重，但我也觉得“光凭一个种族就决定这个人该不该被尊重”是很有问题的。歧视黑人和歧视河南人差不多一个性质，,1,CHSD
卧槽!!!我是四川的，香锅在四川哪里啊,0,CHSD
不久前听一个女人说过：男人都是狗，你说的狗也是指男人吗？,1,CHSD
外地人在公交车里听见两个重庆人在吵架，只听懂了妈卖批三个字,0,CHSD
这些媚外女极其自私自利到令人发指的地步！看不起国男，喜欢找外国人只要离开中国，没人拦着！但自己浪够了想收心了或被甩了想找国男当接盘侠就不要指望国人同情你、收留你。这是你们自己咎由自取！,1,ToxiCN
MK是黑人和大妈最喜欢的包,0,CHSD
澳门人民没有墙开开心心,0,CHSD
搞不懂，上海人为什么用歧视性的yp称呼外地人。,1,CHSD
男的和外女结婚还是中国人，女的和外男结婚就得走。你但凡有一粒花生米也不至于醉成这样,0,ToxiCN
觉得说你性格像女人是一种侮辱，本来就是对女性性格的否定和蔑视。,0,CHSD
河南人偷井盖。,1,CHSD
事实上大陆歧视只是个体现象，不影响日常生活，我这里就很多外地人。台湾歧视是普遍现象，而且你能比台湾人更了解台湾？,1,CHSD
反正不理解。一个寡妇，还能获得沈少爷、新疆土豪、赵巡抚的一众喜欢。特别是赵白石居然对自己的妻子看都不看一眼，我真就不明白了。人家一个黄花大闺女，还这么会做菜，这么贤淑温婉，还勇敢地倒追，怎么就不能比不上一个寡妇了。把人娶进门了，还想着别的女人，太雷了。,0,CHSD
黑人都是默默默默默默默默默默默,1,ToxiCN
所以一个亚裔受歧视就应该委婉的提出而不应该大声说出啦？,1,CHSD
"这篇回答让我知道了美国对亚裔的歧视,也让我知道了你对女性的歧视",1,CHSD
不发布信息，没人管你。。翻墙的太多。。再多10倍jc也管不过来。。,0,ToxiCN
这么喜欢女人的男性，一般不会感染艾滋的，男同概率90%？？？,1,CHSD
你就没想过那些人是高级黑吗？,0,ToxiCN
我记得有一集是麦克斯跟一个又高又帅的亚裔男子一夜之后还回味无穷的[机智],0,CHSD
